""	"ind.contributions"	"high.median.prof"	"year"	"group.contributions"
"870"	216003.44	1	2006	6570
"871"	230811.12	1	2008	10773.91
"872"	83336.28	1	2010	12195.26
"873"	11880	1	1998	7799.29
"874"	45538.02	1	2000	7750
"875"	13725	1	2002	0
"876"	34698.37	1	2004	7650
"877"	49139.1	1	2006	7650
"878"	43592.79	1	2008	8432.43
"879"	2875.68	1	2010	7725
"880"	5490.31	1	2012	6568.84
"881"	25590	1	1998	7600
"882"	51608.71	1	2000	3100
"883"	20257.6	1	2002	3871
"884"	44626.63	1	2004	4100
"885"	45235.39	1	2006	5850
"886"	18100	1	1998	8375
"887"	45187.62	1	2000	7000
"888"	27425.23	1	2002	8050
"889"	47308	1	2004	7889.54
"890"	72905.95	1	2006	8013
"891"	400	1	1998	3848
"892"	22387.12	1	2000	1900
"893"	589.4	1	2002	0
"894"	122.63	1	2004	2025
"895"	53.19	1	2006	1650
"896"	6961.97	1	2008	8430
"897"	2840	1	2010	1635
"898"	2280.57	1	2012	1250
"899"	18358	1	1998	0
"900"	23739.03	1	2000	0
"901"	27570.75	1	2002	0
"902"	19674	1	2004	4650
"903"	14625.95	1	2006	3325
"904"	47385	1	2008	5150
"905"	7415	1	1998	2600
"906"	53490.48	1	2000	3300
"907"	12273.39	1	2002	750
"908"	7490.52	1	2004	3400
"909"	10863.09	1	2006	1700
"910"	15801.72	1	2008	6475
"911"	9972.67	1	2010	4000
"912"	702.25	1	2012	2186.4
"913"	7800	1	1998	6350
"914"	21142.97	1	2000	3850
"915"	12686.29	1	2002	3225
"916"	4235	1	1998	4625
"917"	15893.93	1	2000	4700
"918"	3450	1	2002	0
"919"	10541.39	1	2004	5750
"920"	9866.86	1	2006	7075
"921"	8210	1	2008	8685.43
"922"	3066	1	2010	7900
"923"	4775	1	2012	4700
"924"	6552	1	1998	5300
"925"	14239.29	1	2000	3840
"926"	3405.92	1	2002	100
"927"	8914	1	2004	7700
"928"	8974	1	2006	7500
"929"	6545	1	1998	9325
"930"	25843.08	1	2000	7288
"931"	4953	1	2002	0
"932"	4533.26	1	2004	5090
"933"	4257.72	1	2006	7850
"934"	9922.3	1	2008	6950
"935"	3259.95	1	2010	8750
"936"	6430	1	1998	1048
"937"	4389.66	1	2000	1180
"938"	9788	1	2002	650
"939"	7465	1	2004	40
"940"	24487	1	2006	7500
"941"	2850	1	1998	5150
"942"	7576.01	1	2000	2025
"943"	10008.73	1	2002	0
"944"	2808	1	2004	3975
"945"	9568	1	2006	7150
"946"	1763	1	2008	7450
"947"	23872.82	1	2010	12562
"948"	1500	1	2012	550
"949"	18681	1	1998	12400
"950"	43218.92	1	2000	8349
"951"	19737.78	1	2002	7150
"952"	26325	1	2004	7450
"953"	5994.13	1	1998	5825
"954"	25622.36	1	2000	1450
"955"	7845	1	2002	6725
"956"	11435	1	2004	7000
"957"	36418	1	1998	4050
"958"	85999.33	1	2000	3150
"959"	29249.02	1	2002	4800
"960"	49451.78	1	2004	4436.8
"961"	53386.83	1	2006	8013
"962"	900	1	1998	1400
"963"	4690.48	1	2000	600
"964"	1400	1	2002	0
"965"	6839	1	2004	970
"966"	13350	1	2006	2525
"967"	7848.34	1	2008	6668.72
"968"	950	1	1998	0
"969"	4720.37	1	2000	2650
"970"	4800	1	2002	100
"971"	4320	1	2004	3820
"972"	590	1	2006	6600
"973"	5880	1	2008	7775
"974"	6080	1	2010	5700
"975"	3645	1	2012	3700
"976"	100	1	1998	0
"977"	477.4	1	2000	0
"978"	4220.11	1	2004	-200
"979"	5928	1	2006	500
"980"	7952.99	1	2010	0
"981"	58053	1	2000	269402
"982"	54776.38	1	2002	330121.29
"983"	90118.1	1	2004	387540.67
"984"	32637.24	1	2006	671774.71
"985"	35930.14	1	2008	824738.11
"986"	220079.64	1	2010	621061.45
"987"	288.14	1	2002	51000
"988"	14450	1	2004	193875
"989"	0	0	2000	12650
"990"	0	0	2004	5600
"991"	0	0	2006	1300
"992"	0	0	2008	6750
"993"	2100	0	2010	12600
"994"	1500	0	2012	15850
"995"	0	0	2000	4800
"996"	250	0	2004	20700
"997"	0	0	2006	5800
"998"	0	0	2008	31273.7
"999"	3700	0	2010	49690.08
"1000"	8450	0	2012	16100
"1001"	0	0	2000	4300
"1002"	500	0	2004	33803
"1003"	0	0	2006	3750
"1004"	500	0	2008	38781
"1005"	250	0	2010	8500
"1006"	750	0	2012	28150
"1007"	0	0	2000	2800
"1008"	1000	0	2004	1900
"1009"	2500	0	2008	6450
"1010"	0	0	2010	500
"1011"	2750	0	2012	2250
"1012"	250	0	2000	300
"1013"	9350	0	2004	24100
"1014"	5050	0	2006	4050
"1015"	4600	0	2008	8300
"1016"	0	0	2010	2750
"1017"	5400	0	2012	38182
"1018"	1600	0	2000	3150
"1019"	6600	0	2004	27150
"1020"	1700	0	2006	4200
"1021"	0	0	2000	2550
"1022"	500	0	2004	13800
"1023"	1000	0	2006	10950
"1024"	2500	0	2008	30350
"1025"	0	0	2010	11550
"1026"	1500	0	2000	12150
"1027"	0	0	2004	5150
"1028"	0	0	2006	1550
"1029"	0	0	2008	3600
"1030"	0	0	2010	2225
"1031"	902.19	0	2012	3500
"1032"	700	0	2000	6200
"1033"	2175	0	2004	5300
"1034"	0	0	2006	1700
"1035"	0	0	2008	8100
"1036"	0	0	2012	1650
"1037"	0	0	2000	5200
"1038"	300	0	2004	7050
"1039"	0	0	2006	1500
"1040"	0	0	2008	14100
"1041"	15950	0	2010	13600
"1042"	4700	0	2012	7850
"1043"	0	0	2008	2150
"1044"	2650	0	2012	2550
"1045"	4000	0	2008	11085.48
"1046"	16430	0	2012	3000
"1047"	1000	0	2000	3100
"1048"	300	0	2004	6600
"1049"	0	0	2006	2250
"1050"	981.5	0	2008	9550
"1051"	0	0	2010	250
"1052"	450	0	2012	8050
"1053"	1000	0	2000	12850
"1054"	1000	0	2004	3100
"1055"	0	0	2006	900
"1056"	0	0	2008	20200
"1057"	0	0	2010	1500
"1058"	1500	0	2000	18900
"1059"	800	0	2004	15550
"1060"	0	0	2006	2300
"1061"	300	0	2008	5100
"1062"	0	0	2010	1550
"1063"	7300	0	2012	21150
"1064"	0	0	2000	2100
"1065"	363	0	2004	10650
"1066"	0	0	2006	7350
"1067"	0	0	2008	12350
"1068"	0	0	2010	4675
"1069"	0	0	2000	2250
"1070"	1800	0	2004	5950
"1071"	3000	0	2006	3300
"1072"	21550	0	2008	3250
"1073"	4000	0	2010	0
"1074"	39892.2	0	2012	2200
"1075"	250	0	2000	9410
"1076"	2550	0	2004	23435
"1077"	250	0	2006	11625
"1078"	4950	0	2008	46813
"1079"	17150	0	2010	91475
"1080"	28800	0	2012	100725
"1081"	0	0	2004	6350
"1082"	0	0	2006	1550
"1083"	1500	0	2008	25850
"1084"	0	0	2010	3250
"1085"	1000	0	2000	1800
"1086"	1500	0	2004	18800
"1087"	5050	0	2006	28800
"1088"	2324	0	2008	33533
"1089"	0	0	2000	6200
"1090"	300	0	2004	4550
"1091"	0	0	2006	1000
"1092"	6300	0	2008	21750
"1093"	0	0	2010	1500
"1094"	3500	0	2012	28070
"1095"	0	0	2000	2750
"1096"	0	0	2004	17100
"1097"	0	0	2006	4700
"1098"	0	0	2008	10000
"1099"	0	0	2010	6050
"1100"	1350	0	2012	12350
"1101"	0	0	2000	400
"1102"	4050	0	2004	23150
"1103"	0	0	2006	1000
"1104"	2850	0	2008	33750
"1105"	44900	0	2010	107777.62
"1106"	700	0	2000	11700
"1107"	0	0	2004	3950
"1108"	0	0	2006	2700
"1109"	400	0	2008	7400
"1110"	0	0	2010	2050
"1111"	11845	0	2012	31238
"1112"	5000	0	2000	19854
"1113"	27400	0	2004	29700
"1114"	700	0	2006	4650
"1115"	60350	0	2008	81100
"1116"	66700	0	2010	39150
"1117"	53285	0	2012	75475
"1118"	0	0	2000	1250
"1119"	1000	0	2004	2400
"1120"	1581.5	0	2008	11350
"1121"	0	0	2010	4550
"1122"	0	0	2000	1900
"1123"	29600	0	2004	17900
"1124"	400	0	2006	3200
"1125"	0	0	2008	13150
"1126"	500	0	2010	6700
"1127"	30714.75	0	2012	29892.24
"1128"	0	0	2000	1519
"1129"	0	0	2004	3950
"1130"	0	0	2006	2250
"1131"	2350	0	2008	18550
"1132"	250	0	2010	7100
"1133"	4507.51	0	2012	23250
"1134"	0	0	2000	1300
"1135"	12900	0	2004	8869.22
"1136"	0	0	2006	1850
"1137"	0	0	2008	2150
"1138"	0	0	2010	1000
"1139"	6969.61	0	2012	15200
"1140"	0	0	2000	7300
"1141"	2050	0	2004	11350
"1142"	0	0	2006	1900
"1143"	0	0	2000	5700
"1144"	2800	0	2004	23966
"1145"	500	0	2006	6400
"1146"	30550	0	2008	60528.34
"1147"	200	0	2000	3750
"1148"	0	0	2004	5000
"1149"	1250	0	2006	5950
"1150"	1250	0	2008	12850
"1151"	750	0	2010	10000
"1152"	2900	0	2012	25400
"1153"	500	0	2000	3600
"1154"	0	0	2004	9000
"1155"	0	0	2006	4650
"1156"	0	0	2008	12550
"1157"	0	0	2010	6200
"1158"	3202	0	2012	9150
"1159"	800	0	2000	16173
"1160"	7550	0	2004	10650
"1161"	0	0	2006	1750
"1162"	1700	0	2008	23520.58
"1163"	0	0	2000	500
"1164"	500	0	2004	9200
"1165"	0	0	2006	1500
"1166"	500	0	2008	25500
"1167"	0	0	2010	7100
"1168"	550	0	2012	7100
"1169"	0	0	2000	7100
"1170"	0	0	2004	2000
"1171"	0	0	2006	200
"1172"	900	0	2008	11175
"1173"	0	0	2010	700
"1174"	800	0	2012	5100
"1175"	1500	0	2000	14150
"1176"	0	0	2004	6750
"1177"	0	0	2006	2400
"1178"	6200	0	2008	25650
"1179"	0	0	2010	1500
"1180"	11435	0	2012	17450
"1181"	0	0	2000	3200
"1182"	4250	0	2004	42850
"1183"	0	0	2006	7600
"1184"	31200	0	2008	75200
"1185"	0	0	2010	15950
"1186"	12775	0	2012	35050
"1187"	1300	0	2000	17050
"1188"	1050	0	2004	47931
"1189"	0	0	2006	800
"1190"	750	0	2008	12750
"1191"	0	0	2010	2500
"1192"	0	0	2004	7550
"1193"	0	0	2006	300
"1194"	1000	0	2000	5350
"1195"	2500	0	2004	17800
"1196"	0	0	2006	5350
"1197"	0	0	2008	8150
"1198"	0	0	2010	4500
"1199"	1000	0	2012	8400
"1200"	2350	0	2000	10950
"1201"	47200	0	2004	49350
"1202"	11950	0	2006	43348
"1203"	13750	0	2008	81380
"1204"	42000	0	2010	111142.52
"1205"	22993.55	0	2012	96385
"1206"	7440.66	0	1996	4110
"1207"	500	0	1998	4100
"1208"	1413	0	2000	3300
"1209"	586.2	0	2002	4800
"1210"	7501.92	0	2004	3200
"1211"	5859.52	0	1996	4450
"1212"	600	0	1998	3550
"1213"	350	0	2000	0
"1214"	1750	0	2002	4000
"1215"	150	0	2004	4050
"1216"	12750	0	2000	11100
"1217"	13050	0	2004	18400
"1218"	0	0	2006	1750
"1219"	0	0	2000	10900
"1220"	0	0	2004	10900
"1221"	0	0	2006	1700
"1222"	750	0	2008	21950
"1223"	0	0	2010	3200
"1224"	0	0	2012	5100
"1225"	0	0	2000	1000
"1226"	0	0	2004	2800
"1227"	0	0	2006	1550
"1228"	500	0	2008	3550
"1229"	0	0	2010	3350
"1230"	400	0	2012	3800
"1231"	0	0	2004	1450
"1232"	250	0	2006	11900
"1233"	8100	0	2008	62400
"1234"	9300	0	2010	40900
"1235"	12275	0	2012	69050
"1236"	3544.98	0	1996	3600
"1237"	2957	0	1998	3800
"1238"	625	0	2000	3750
"1239"	433	0	2002	4000
"1240"	1850	0	2004	3300
"1241"	1450	0	2006	3300
"1242"	2700	0	2008	2250
"1243"	3955	0	2010	3450
"1244"	4095	0	2012	0
"1245"	4606.69	0	1996	3200
"1246"	0	0	1998	3964.44
"1247"	539.33	0	2000	4000
"1248"	3960.83	0	1996	1054
"1249"	3614	0	1998	2525
"1250"	40	0	2000	0
"1251"	4122.85	0	2002	1600
"1252"	414	0	2004	1403.54
"1253"	2500	0	2006	3000
"1254"	1150	0	2008	3850
"1255"	2288.85	0	1996	4200
"1256"	2229.84	0	1998	10730
"1257"	862.78	0	2000	4238
"1258"	0	0	2002	4850
"1259"	200	0	2004	4300
"1260"	500	0	2006	4850
"1261"	1250	0	2008	5200
"1262"	322.21	0	2010	5250
"1263"	4520	0	2012	0
"1264"	3269.63	0	1996	2800
"1265"	400	0	1998	3647
"1266"	4690	0	2000	3900
"1267"	7950	0	2002	4350
"1268"	7450.38	0	2004	4650
"1269"	3936.92	0	2006	4950
"1270"	1400	0	2008	5100
"1271"	3250	0	2010	4500
"1272"	24259	0	2012	0
"1273"	7639.75	0	1996	450
"1274"	600	0	1998	0
"1275"	700	0	2000	0
"1276"	2300	0	2002	0
"1277"	3684.36	0	2004	250
"1278"	3830.73	0	1996	4425
"1279"	200	0	1998	4387
"1280"	0	0	2000	3950
"1281"	200	0	2002	2900
"1282"	125	0	2004	1450
"1283"	400.86	0	1996	1313
"1284"	825	0	1998	14.38
"1285"	1499	0	2000	0
"1286"	19916.13	0	2002	3900
"1287"	4700	0	2004	4600
"1288"	19985.26	0	1996	2100
"1289"	200	0	1998	1520
"1290"	1250	0	2000	4250
"1291"	676	0	2002	3900
"1292"	2988.92	0	2004	4145
"1293"	5300	0	2006	4450
"1294"	32471	0	2008	4400
"1295"	2121.45	0	1996	600
"1296"	200	0	1998	2605
"1297"	0	0	2000	450
"1298"	250	0	2002	1448.89
"1299"	0	0	2004	400
"1300"	0	0	2006	2700
"1301"	5607.28	0	1996	2700
"1302"	3810	0	1998	4800
"1303"	0	0	2000	2800
"1304"	57.62	0	2002	2525
"1305"	450	0	2004	3667.62
"1306"	1011.31	0	2006	2550
"1307"	1050	0	2008	4600
"1308"	2660	0	2010	3550
"1309"	4640	0	2012	0
"1310"	7854.12	0	1996	4110
"1311"	3600	0	1998	3954.55
"1312"	1100	0	2000	5334.78
"1313"	950	0	2002	5800
"1314"	1575	0	2004	4919.24
"1315"	2450	0	2006	5933.25
"1316"	4480	0	2008	5650
"1317"	2750	0	2010	2800
"1318"	4300	0	2012	0
"1319"	3714.75	0	1996	150
"1320"	1850	0	1998	3600
"1321"	1250	0	2000	4694
"1322"	8150	0	2002	4850
"1323"	2200	0	2004	4300
"1324"	1600	0	2006	5200
"1325"	4820	0	2008	4600
"1326"	5700	0	2010	3550
"1327"	764.24	0	2012	700
"1328"	10289.39	0	1996	0
"1329"	250	0	1998	38
"1330"	285.71	0	2000	0
"1331"	1250	0	2002	0
"1332"	1900	0	2004	0
"1333"	1900	0	2006	0
"1334"	2793.63	0	2008	0
"1335"	3201	0	2010	0
"1336"	5064.01	0	1996	3300
"1337"	187	0	1998	3550
"1338"	0	0	2000	3950
"1339"	630	0	2002	4250
"1340"	150	0	2004	5022.81
"1341"	141.5	0	2006	4200
"1342"	200	0	2008	4750
"1343"	0	0	2010	5350
"1344"	2735	0	2012	0
"1345"	5914.34	0	1996	400
"1346"	2550	0	1998	0
"1347"	1600	0	2000	0
"1348"	3100	0	2002	0
"1349"	3025	0	2004	3300
"1350"	10000	0	2006	3150
"1351"	3032.12	0	1996	2800
"1352"	0	0	1998	7400
"1353"	600	0	2000	2650
"1354"	150	0	2002	2550
"1355"	0	0	2004	2050
"1356"	0	0	2006	2400
"1357"	0	0	2008	2200
"1358"	700	0	2010	1100
"1359"	1140	0	2012	0
"1360"	4282.52	0	1996	3450
"1361"	250	0	1998	3600
"1362"	150	0	2000	4225
"1363"	0	0	2002	4800
"1364"	1250	0	2004	4200
"1365"	5085	0	2006	3650
"1366"	430.83	0	2008	4625
"1367"	1430.27	0	2010	5050
"1368"	10529.47	0	1996	5763
"1369"	3058	0	1998	4273.91
"1370"	2242.25	0	2000	0
"1371"	5237	0	2002	0
"1372"	13457.04	0	2004	0
"1373"	2792.93	0	1996	4200
"1374"	0	0	1998	4550
"1375"	950	0	2000	4200
"1376"	959.57	0	1996	450
"1377"	1750	0	1998	0
"1378"	3000	0	2000	200
"1379"	4200	0	2002	0
"1380"	3650	0	2004	500
"1381"	1450	0	2006	0
"1382"	1141.33	0	1996	3199
"1383"	900	0	1998	3699.4
"1384"	458	0	2000	4250
"1385"	0	0	2002	4950
"1386"	0	0	2004	4225
"1387"	2343.97	0	2006	5025
"1388"	950	0	2008	5330
"1389"	1550	0	2010	3400
"1390"	1350	0	2012	0
"1391"	7833.92	0	1996	2350
"1392"	1550	0	1998	0
"1393"	20575	0	2000	0
"1394"	2540	0	2002	0
"1395"	27973	0	2004	0
"1396"	19500	0	2006	400
"1397"	2761	0	1996	4397
"1398"	650	0	1998	3638.83
"1399"	3662.01	0	2000	10400
"1400"	3.87	0	2002	5150
"1401"	0	0	2004	4855.06
"1402"	900	0	2006	4950
"1403"	450	0	2008	5400
"1404"	700	0	2010	4450
"1405"	8128.91	0	1996	3025
"1406"	1235	0	1998	3240
"1407"	1404.29	0	2000	2600
"1408"	1600	0	2002	3850
"1409"	87	0	2004	4400
"1410"	250	0	2006	5700
"1411"	0	0	1996	4450
"1412"	2459	0	1998	3550
"1413"	7498.54	0	1996	3800
"1414"	400	0	1998	4590.31
"1415"	1215	0	2000	4050
"1416"	1816.85	0	2002	5250
"1417"	1275.61	0	2004	14971.9
"1418"	2052.74	0	2006	5325
"1419"	3902.24	0	2008	4900
"1420"	450	0	2010	5400
"1421"	7649.25	0	1996	3750
"1422"	0	0	1998	4754.28
"1423"	172.61	0	2000	4350
"1424"	8348.4	0	1996	3750
"1425"	750	0	1998	3800
"1426"	814	0	2000	3994
"1427"	1000	0	2002	4550
"1428"	450	0	2004	4650
"1429"	0	0	2006	5175
"1430"	0	0	2008	4500
"1431"	0	0	2010	6025
"1432"	3606.94	0	1996	4150
"1433"	2550	0	1998	3350
"1434"	1425	0	2000	3550
"1435"	3350	0	2002	5225
"1436"	2200	0	2004	4200
"1437"	2421.6	0	2006	7850
"1438"	2650	0	2008	8050
"1439"	1235	0	2010	5150
"1440"	7846.49	0	1996	1750
"1441"	3050	0	1998	0
"1442"	300	0	2000	0
"1443"	4000	0	2002	0
"1444"	4900	0	2004	0
"1445"	6650	0	2006	0
"1446"	8727.89	0	1996	2050
"1447"	1200	0	1998	1500
"1448"	1300	0	2000	1800
"1449"	2049.51	0	2002	2250
"1450"	7400	0	2004	1718.5
"1451"	8333.37	0	1996	4350
"1452"	650	0	1998	4950
"1453"	4564.06	0	1996	20
"1454"	129.34	0	1998	0
"1455"	1992.08	0	2000	0
"1456"	1358.63	0	2002	0
"1457"	500	0	2004	0
"1458"	350	0	2006	0
"1459"	350	0	2008	0
"1460"	0	0	2010	0
"1461"	50	0	2012	0
"1462"	4975	0	1996	13586
"1463"	450	0	1998	2250
"1464"	41845	0	2000	17695.55
"1465"	17736.51	0	2008	16675
"1466"	12875	0	2010	43394.1
"1467"	22625	0	2012	38052.16
"1468"	275	0	1996	7310
"1469"	176.92	0	1998	11395.37
"1470"	5940	0	2000	26950
"1471"	3131.5	0	2002	17150
"1472"	2631.27	0	2004	17881.24
"1473"	9843.68	0	2006	25975.06
"1474"	7119.16	0	2008	2500
"1475"	3850	0	1996	15168
"1476"	28	0	1998	2820
"1477"	3921.75	0	2000	22295.55
"1478"	19.89	0	2002	4202
"1479"	4099.49	0	2004	27499.04
"1480"	81.68	0	2006	5250.06
"1481"	418.73	0	2008	6050
"1482"	3808.5	0	2010	9816.4
"1483"	1348.24	0	2012	10811.79
"1484"	660	0	1996	8100
"1485"	561	0	1998	3750
"1486"	0	0	2000	1450
"1487"	650	0	2002	6202
"1488"	0	0	2004	3658.33
"1489"	450	0	2006	5350
"1490"	1364	0	1996	22755
"1491"	3450	0	1998	35685
"1492"	2800	0	2000	34200
"1493"	5250	0	2002	16450
"1494"	4100	0	2004	19048.08
"1495"	2350	0	2006	12299.06
"1496"	2350	0	2008	32657.08
"1497"	3700	0	2010	31833.15
"1498"	1375	0	2012	13749.12
"1499"	12850	0	1996	5835
"1500"	18750	0	1998	6600
"1501"	645.55	0	2000	3850
"1502"	4229.44	0	2002	14012
"1503"	15325	0	2004	28700.04
"1504"	43823.82	0	2006	81998.12
"1505"	100	0	1996	7720
"1506"	0	0	1998	1800
"1507"	925	0	2000	4900
"1508"	4220	0	2002	14150
"1509"	900	0	2004	11299.04
"1510"	7775	0	2006	21474.06
"1511"	1350	0	1996	11800
"1512"	4500	0	1998	38949.98
"1513"	6550	0	2000	72845.55
"1514"	9975.52	0	2002	53500
"1515"	3125	0	2004	56449.04
"1516"	2600	0	2006	43649.06
"1517"	1100	0	2008	50649.08
"1518"	9425	0	2010	67449.1
"1519"	140	0	1996	4120
"1520"	0	0	1998	700
"1521"	0	0	2000	3895.55
"1522"	0	0	2002	3352
"1523"	1250	0	2004	9149.04
"1524"	9175	0	2006	26748.12
"1525"	3100	0	2008	24149.08
"1526"	7645.36	0	2010	959
"1527"	1800	0	1996	6140
"1528"	2250	0	1998	10520
"1529"	0	0	2000	5100
"1530"	600	0	2002	7002
"1531"	13995	0	2004	41249.04
"1532"	12300	0	2006	58399
"1533"	30975	0	2008	100849.08
"1534"	45775	0	2010	147999.1
"1535"	4710	0	1996	11175
"1536"	100	0	1998	7500
"1537"	17651.69	0	2000	30200
"1538"	17865	0	2002	43395
"1539"	5945	0	2004	24488.04
"1540"	15050	0	2006	38700.06
"1541"	18050	0	2008	58698.33
"1542"	3400	0	2010	25725
"1543"	4333	0	2012	22400
"1544"	9274	0	1996	12025
"1545"	14084.08	0	1998	13975
"1546"	3371.44	0	2000	6967.15
"1547"	3750	0	2002	6152
"1548"	1081.27	0	2004	6581.2
"1549"	4045	0	2006	8800
"1550"	0	0	2008	3650
"1551"	450	0	2010	8850
"1552"	1240	0	2012	5250
"1553"	700	0	1996	900
"1554"	450	0	1998	7000
"1555"	2500	0	2000	6450
"1556"	16823	0	2002	16002
"1557"	1000	0	2004	7850.04
"1558"	700	0	2006	5550.06
"1559"	3000	0	2008	5400
"1560"	2200	0	2010	13150
"1561"	600	0	2012	9900
"1562"	0	0	1994	950
"1563"	6125	0	1996	7532
"1564"	2000	0	1998	6849
"1565"	8499.86	0	2000	3100
"1566"	218.15	0	2002	4600
"1567"	13453.67	0	2004	14800
"1568"	10117.49	0	2006	15700
"1569"	27071.48	0	2008	21755
"1570"	32069.85	0	2010	12500
"1571"	10850	0	1994	6950
"1572"	9200	0	1996	10600
"1573"	800	0	1998	7750
"1574"	45683.64	0	2000	3057.22
"1575"	23849.01	0	2002	11250
"1576"	1462.13	0	2004	22100
"1577"	73150.76	0	2006	29800
"1578"	398951.44	0	2008	22225
"1579"	205547.28	0	2010	22750
"1580"	212332.2	0	2012	10000
"1581"	0	0	1994	300
"1582"	150	0	1996	1500
"1583"	1300	0	1998	7900
"1584"	5924.51	0	2000	1375
"1585"	866.98	0	2002	5150
"1586"	378.05	0	2004	4125
"1587"	11500	0	1994	4100
"1588"	9929.29	0	2000	9000
"1589"	0	0	2002	5050
"1590"	17825.93	0	2004	17027
"1591"	800	0	2006	5200
"1592"	0	0	2008	4825
"1593"	0	0	2010	7050
"1594"	60231.49	0	2012	10750
"1595"	0	0	1994	0
"1596"	0	0	1996	0
"1597"	0	0	1998	47.27
"1598"	6852	0	2000	7050
"1599"	0	0	2002	1850
"1600"	0	0	2004	4800
"1601"	400	0	2006	4850
"1602"	0	0	2008	4750
"1603"	950	0	1994	4150
"1604"	17101	0	1996	16050
"1605"	19384.22	0	1998	23150
"1606"	20895.74	0	2000	24850
"1607"	1900	0	2002	18825
"1608"	38544.98	0	2004	30740
"1609"	3100	0	1994	500
"1610"	8344	0	1996	4900
"1611"	1099.29	0	1998	3808.66
"1612"	8660.42	0	2000	2300
"1613"	842.08	0	2002	2750
"1614"	6855.51	0	2004	7200
"1615"	8765.19	0	2006	8100
"1616"	12250	0	1996	14600
"1617"	3763.33	0	1998	14700
"1618"	10226.45	0	2000	15950
"1619"	2301	0	2002	19425
"1620"	1400	0	2004	18550
"1621"	6000	0	1994	5570
"1622"	8425	0	1996	17650
"1623"	16641.79	0	1998	21775
"1624"	26548.73	0	2000	20875
"1625"	7850	0	2002	15530.9
"1626"	23000	0	2004	28450
"1627"	26640	0	2006	28910
"1628"	14550	0	2008	14150
"1629"	67865.27	0	2010	29150
"1630"	94504.11	0	2012	11250
"1631"	0	0	1994	2150
"1632"	1400	0	1996	6950
"1633"	10031.2	0	1998	11478.02
"1634"	41584.01	0	2000	19900
"1635"	4949.08	0	2002	20700
"1636"	9755.47	0	2004	17100
"1637"	60594.54	0	2012	10950
"1638"	1775	0	1994	0
"1639"	0	0	1996	0
"1640"	500	0	1998	0
"1641"	0	0	2000	0
"1642"	0	0	2002	0
"1643"	9742.69	0	2004	13950
"1644"	171.37	0	2006	6050
"1645"	222.75	0	2008	4050
"1646"	9724.21	0	2010	5950
"1647"	21767.75	0	2012	4800
"1648"	0	0	1994	2100
"1649"	27180	0	1996	24950
"1650"	48125	0	1998	43985
"1651"	87288.76	0	2000	42325
"1652"	30891.25	0	2002	33335
"1653"	83249	0	2004	47700
"1654"	72254	0	2006	21550
"1655"	200333.17	0	2008	21125
"1656"	176783.17	0	2010	47950
"1657"	173438.74	0	2012	48750
"1658"	6059	0	1994	6550
"1659"	11523	0	1996	10400
"1660"	17877.28	0	1998	11975
"1661"	17460.63	0	2000	9600
"1662"	1350.58	0	2002	6400
"1663"	3500	0	2004	12200
"1664"	5050	0	2006	17300
"1665"	5305.08	0	2008	8450
"1666"	7218.06	0	2010	19310
"1667"	107516.93	0	2012	10050
"1668"	450	0	1994	1550
"1669"	0	0	1996	700
"1670"	400	0	1998	6175
"1671"	3606.67	0	2000	4050
"1672"	0	0	2002	3750
"1673"	550	0	2004	3120
"1674"	5050	0	2006	11800
"1675"	100	0	2008	3700
"1676"	18275	0	2010	15650
"1677"	30923.92	0	2012	4350
"1678"	4475	0	1994	4300
"1679"	10437	0	1996	13738
"1680"	3390	0	1998	8522.86
"1681"	35202.77	0	2000	24685.51
"1682"	9250	0	2002	8700.75
"1683"	31638.46	0	2004	32895.76
"1684"	81399.25	0	2006	62194.54
"1685"	169781.35	0	2008	53550
"1686"	281661.78	0	2010	61536.52
"1687"	149613.58	0	2012	44850
"1688"	0	0	1994	500
"1689"	10300	0	1996	8700
"1690"	15200	0	1998	14800
"1691"	5000	0	2000	8850
"1692"	0	0	2002	15650
"1693"	0	0	2004	10550
"1694"	57905	0	2006	29400
"1695"	35450	0	2008	24250
"1696"	13278.33	0	2010	13250
"1697"	41771.72	0	2012	20150
"1698"	0	0	1994	650
"1699"	0	0	1996	2150
"1700"	0	0	1998	11200
"1701"	6765.01	0	2000	11050
"1702"	30720	0	2002	18152.01
"1703"	1700	0	2004	6000
"1704"	1000	0	2006	4200
"1705"	2673.36	0	2008	5200
"1706"	500	0	2010	5300
"1707"	550	0	1994	2917
"1708"	600	0	1996	5472
"1709"	4850	0	1998	18976.45
"1710"	13711.04	0	2000	13785
"1711"	1250	0	2002	13600
"1712"	3550	0	2004	5800
"1713"	8600	0	2006	14550
"1714"	8750	0	2008	8050
"1715"	39130.74	0	2010	21700
"1716"	35733.06	0	2012	31728.47
"1717"	3350	0	1994	5500
"1718"	1500	0	1996	10400
"1719"	0	0	1998	4900
"1720"	7980.24	0	2000	7400
"1721"	0	0	2002	5750
"1722"	31703.64	0	2004	28702
"1723"	29949	0	2006	45250
"1724"	3883	0	1994	6595
"1725"	150	0	1996	5400
"1726"	2100	0	1998	9235
"1727"	11686.93	0	2000	8300
"1728"	7500	0	2002	8230.9
"1729"	6450	0	2004	7000
"1730"	1976	0	2006	12100
"1731"	4225	0	2008	10150
"1732"	27732.83	0	2010	18000
"1733"	41033.38	0	2012	20415
"1734"	1700	0	1994	4950
